state,district,latitude,longitude,year,season,temperature,soil_type,pH,seasonal_rainfall,rice_area,rice_production,rice_yield,wheat_area,wheat_production,wheat_yield,maize_area,maize_production,maize_yield
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2005,Rabi       ,17.75,Alluvial,7.38,78.05,,,,190249,635051,3.337999148,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2006,Kharif     ,30.05,Alluvial,7.38,605.78,46033,100444,2.18199987,14387.83445,54366.69641,3.778657351,60192,112980,1.87699362
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2006,Rabi       ,19.45,Alluvial,7.38,36.85,,,,178444,672912,3.770998184,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2006,Summer     ,33.44,Alluvial,7.38,52.24,,,,194470.199,734836.247,3.778657351,584,774,1.325342466
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2007,Kharif     ,29.66,Alluvial,7.38,771.74,58105,135908,2.33900697,23936.96722,90449.59716,3.778657351,56393,110869,1.966006419
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2007,Rabi       ,17.9,Alluvial,7.38,111.21,,,,193808,692088,3.570998101,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2007,Summer     ,34.06,Alluvial,7.38,53.34,1,2,2,230535.8113,871115.8382,3.778657351,714,1026,1.43697479
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2008,Kharif     ,28.04,Alluvial,7.38,1013.23,69306,160374,2.313998788,23809.91401,89969.50659,3.778657351,51172,111197,2.173004768
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2008,Rabi       ,18.44,Alluvial,7.38,6.88,,,,196585,777887,3.957000788,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2008,Summer     ,31.8,Alluvial,7.38,88.29,,,,204900.0821,774247.2016,3.778657351,1402,2097,1.495720399
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2009,Kharif     ,30.31,Alluvial,7.38,746.82,61431,138220,2.25000407,26781.95788,101199.842,3.778657351,48794,92855,1.903000369
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2009,Rabi       ,18.33,Alluvial,7.38,33.42,,,,195439,725079,3.710001586,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2009,Summer     ,34.22,Alluvial,7.38,37.71,,,,192516.6159,727454.3259,3.778657351,1171,1704,1.455166524
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2010,Kharif     ,29.54,Alluvial,7.38,1075.88,74827,168885,2.257006161,21563.64393,81481.62165,3.778657351,49867,104023,2.086008783
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2010,Rabi       ,18.03,Alluvial,7.38,62.79,,,,192422,759490,3.947001902,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2010,Summer     ,35.86,Alluvial,7.38,10.49,1,2,2,180174.2699,680816.8297,3.778657351,1171,1717,1.466268147
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2011,Kharif     ,28.46,Alluvial,7.38,925.84,88300,209271,2.37,15742.10139,59484.00715,3.778657351,50608,111439,2.202003636
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2011,Rabi       ,16.85,Alluvial,7.38,40.75,,,,197682,833427,4.215998422,34,81,2.382352941
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2011,Summer     ,33,Alluvial,7.38,53.79,,,,171052.0365,646347.0352,3.778657351,1119,1850,1.653261841
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2012,Kharif     ,29.98,Alluvial,7.38,672.36,83783,216328,2.582003509,12335.11151,46610.1598,3.778657351,44122,104613,2.370994062
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2012,Rabi       ,16.82,Alluvial,7.38,41.54,,,,193944,781594,4.02999835,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2012,Summer     ,34.67,Alluvial,7.38,18.53,1,3,3,224122.5243,846882.2239,3.778657351,1023,1889,1.846529814
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2013,Kharif     ,28.31,Alluvial,7.38,1178.32,95669,251801,2.632002007,10566.62755,39927.66488,3.778657351,41547,99380,2.391989795
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2013,Rabi       ,16.18,Alluvial,7.38,129.61,,,,191272,788232,4.12100046,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2013,Summer     ,33.08,Alluvial,7.38,16.65,1,3,3,210205.2355,794293.5585,3.778657351,2145,3940,1.836829837
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2014,Kharif     ,31.5,Alluvial,7.38,429.15,107595,275551,2.561001905,25960.69719,98096.57928,3.778657351,37867,89290,2.357989806
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2014,Rabi       ,16.65,Alluvial,7.38,136.07,,,,195559,534072,2.731001897,,,
Uttar Pradesh,BULANDSHAHR,28.3874073,77.9743805,2014,Summer     ,33.37,Alluvial,7.38,35.75,1,3,3,189969.925,717831.2536,3.778657351,2537,4511,1.778084352
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1997,Kharif     ,28.42,Clay,6.29,913.32,102240,314455,3.075655321,5327.442925,11197.00073,2.101758929,137,193,1.408759124
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1997,Rabi       ,19.66,Clay,6.29,84.15,,,,88884,173762,1.954930021,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1998,Kharif     ,29.32,Clay,6.29,907.99,102928,279799,2.718395383,8674.297186,18231.28156,2.101758929,180,103,0.572222222
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1998,Rabi       ,19,Clay,6.29,53.51,,,,90866,193864,2.133515286,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1999,Kharif     ,28.62,Clay,6.29,804.76,103837,298636,2.876007589,7878.350473,16558.39345,2.101758929,125,143,1.144
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,1999,Rabi       ,20.31,Clay,6.29,21.35,,,,89290,197005,2.206350095,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2000,Kharif     ,28.64,Clay,6.29,713.81,102824,224044,2.178907648,13879.54241,29171.4522,2.101758929,216,303,1.402777778
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2000,Rabi       ,20.05,Clay,6.29,10.15,,,,90144,180098,1.997892261,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2001,Kharif     ,28.43,Clay,6.29,794.47,113079,322634,2.853173445,11130.10991,23392.80787,2.101758929,110,184,1.672727273
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2001,Rabi       ,20.35,Clay,6.29,12.09,,,,85526,171414,2.004232631,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2002,Kharif     ,29.38,Clay,6.29,682.39,111195,282086,2.536858672,11411.28679,23983.77391,2.101758929,95,124,1.305263158
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2002,Rabi       ,20.52,Clay,6.29,44.71,,,,93491,135281,1.446994898,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2003,Kharif     ,29.32,Clay,6.29,666.83,111549,332782,2.98328089,9490.972487,19947.73617,2.101758929,88,145,1.647727273
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2003,Rabi       ,19.58,Clay,6.29,49.09,,,,94005,190076,2.021977554,14,19,1.357142857
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2004,Kharif     ,29.26,Clay,6.29,509.48,110987,212735,1.916756016,11299.67832,23749.1998,2.101758929,99,203,2.050505051
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2004,Rabi       ,20.75,Clay,6.29,27.8,,,,92417,123189,1.332969042,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2005,Kharif     ,29.78,Clay,6.29,630.02,108759,233288,2.144999494,11422.60289,24007.55762,2.101758929,97,141,1.453608247
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2005,Rabi       ,20.51,Clay,6.29,52.69,,,,94309,163179,1.730259042,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2006,Kharif     ,28.94,Clay,6.29,622,140300,359168,2.56,5291.547659,11121.55754,2.101758929,66,87,1.318181818
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2006,Rabi       ,21.56,Clay,6.29,33.87,,,,90871,205616,2.262724081,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2007,Kharif     ,28.94,Clay,6.29,657.12,94847,247456,2.609001866,6751.385019,14189.78375,2.101758929,69,97,1.405797101
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2007,Rabi       ,19.83,Clay,6.29,82.8,,,,93371,210889,2.258613488,7,20,2.857142857
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2008,Kharif     ,27.78,Clay,6.29,989.83,116198,310365,2.671001222,4792.707167,10073.11508,2.101758929,67,88,1.313432836
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2008,Rabi       ,20.11,Clay,6.29,24.09,,,,102060,237289,2.324995101,15,39,2.6
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2009,Kharif     ,30.31,Clay,6.29,487.55,86936,174654,2.008995123,9434.731574,19829.53133,2.101758929,93,136,1.462365591
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2009,Rabi       ,21.08,Clay,6.29,30.34,,,,97225,201256,2.070002571,,,
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2010,Kharif     ,30.22,Clay,6.29,561.97,98325,270984,2.756003051,12854.23562,27016.5045,2.101758929,62,91,1.467741935
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2010,Rabi       ,20.98,Clay,6.29,29.23,,,,95572,242996,2.542543841,11,33,3
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2011,Kharif     ,28.38,Clay,6.29,922.92,111777,299451,2.679003731,10366.67897,21788.26009,2.101758929,96,140,1.458333333
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2011,Rabi       ,19.93,Clay,6.29,7.46,,,,92874,236179,2.543004501,15,36,2.4
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2012,Kharif     ,29.2,Clay,6.29,775.62,108200,302203,2.793003697,9345.038953,19641.01906,2.101758929,52,93,1.788461538
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2012,Rabi       ,18.95,Clay,6.29,55.67,,,,101444,303318,2.990004337,14,44,3.142857143
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2013,Kharif     ,28.53,Clay,6.29,800.34,112455,300817,2.674998888,13322.94151,28001.61128,2.101758929,51,81,1.588235294
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2013,Rabi       ,19.12,Clay,6.29,65.99,,,,102339,268640,2.625001221,38,135,3.552631579
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2014,Kharif     ,29.67,Clay,6.29,733.03,102598,303793,2.961003138,6280.60477,13200.31715,2.101758929,10,16,1.6
Uttar Pradesh,CHANDAULI,25.125695,83.2494601,2014,Rabi       ,18.75,Clay,6.29,114.9,,,,95462,140204,1.468689112,40,96,2.4
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1997,Kharif     ,28.53,Red,5.52,842.91,14170,11661,0.82293578,2987.971133,5472.400738,1.831477111,6,9,1.5
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1997,Rabi       ,19.86,Red,5.52,106.68,,,,48096,78820,1.638805722,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1998,Kharif     ,29.41,Red,5.52,807.25,15134,24526,1.620589401,7370.060695,13498.09747,1.831477111,221,224,1.013574661
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1998,Rabi       ,19.17,Red,5.52,35.36,,,,50445,95489,1.892932897,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1999,Kharif     ,28.68,Red,5.52,809.63,17044,18527,1.087010092,7294.535265,13359.77437,1.831477111,56,40,0.714285714
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,1999,Rabi       ,20.42,Red,5.52,34.69,,,,50387,98278,1.950463413,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2000,Kharif     ,29.31,Red,5.52,516.79,17088,14775,0.864641854,6151.516077,11266.36089,1.831477111,118,218,1.847457627
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2000,Rabi       ,20.42,Red,5.52,5.13,,,,51700,80421,1.555531915,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2001,Kharif     ,28.15,Red,5.52,917.53,18842,21379,1.134646004,3879.128942,7104.535868,1.831477111,10,11,1.1
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2001,Rabi       ,20.48,Red,5.52,17.54,,,,53575,111241,2.076360243,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2002,Kharif     ,29.51,Red,5.52,762.79,10259,7435,0.724729506,7642.846417,13997.69828,1.831477111,10,3,0.3
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2002,Rabi       ,20.45,Red,5.52,57.5,,,,56890,125996,2.214730181,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2003,Kharif     ,29.07,Red,5.52,906.83,13864,15805,1.140002885,6579.864297,12050.87085,1.831477111,16,19,1.1875
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2003,Rabi       ,19.38,Red,5.52,61.09,,,,56834,128539,2.261656755,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2004,Kharif     ,28.84,Red,5.52,657.61,15140,12356,0.816116248,6104.310529,11179.90501,1.831477111,11,17,1.545454545
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2004,Rabi       ,20.35,Red,5.52,38.65,,,,52365,86467,1.651236513,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2005,Kharif     ,29.07,Red,5.52,903.85,10047,7565,0.752961083,3759.17503,6884.843025,1.831477111,18,23,1.277777778
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2005,Rabi       ,20.21,Red,5.52,65.45,,,,56020,85368,1.523884327,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2006,Kharif     ,29.68,Red,5.52,516.62,10584,4953,0.467970522,5268.114347,9648.430845,1.831477111,10,13,1.3
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2006,Rabi       ,21.76,Red,5.52,33.1,,,,52023,65182,1.252945812,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2007,Kharif     ,29.17,Red,5.52,611.07,12979,3271,0.252022498,6877.462584,12595.9153,1.831477111,8,12,1.5
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2007,Rabi       ,20.28,Red,5.52,96.51,,,,43151,51049,1.183031679,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2008,Kharif     ,27.61,Red,5.52,977.47,9532,7187,0.753986572,7073.421182,12954.80899,1.831477111,7,11,1.571428571
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2008,Rabi       ,20.34,Red,5.52,17.84,,,,49309,84567,1.715041879,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2009,Kharif     ,30.35,Red,5.52,496.85,7026,3864,0.549957301,5519.489674,10108.819,1.831477111,21,30,1.428571429
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2009,Rabi       ,20.9,Red,5.52,67.53,,,,51978,97688,1.87941052,5,15,3
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2010,Kharif     ,30.18,Red,5.52,526.47,7506,5892,0.784972022,5318.579127,9740.855935,1.831477111,15,22,1.466666667
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2010,Rabi       ,21.07,Red,5.52,38.66,,,,48407,86336,1.783543702,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2011,Kharif     ,28.15,Red,5.52,1012.61,7886,7949,1.007988841,6228.015791,11406.46837,1.831477111,13,14,1.076923077
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2011,Rabi       ,19.94,Red,5.52,8.88,,,,48561,121581,2.503675789,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2012,Kharif     ,29.14,Red,5.52,1000.86,8494,12741,1.5,5346.945403,9792.80812,1.831477111,73,135,1.849315068
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2012,Rabi       ,18.9,Red,5.52,43.58,,,,54253,130500,2.405396937,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2013,Kharif     ,28.12,Red,5.52,1151.42,10155,18208,1.79300837,4771.987282,8739.785481,1.831477111,16,29,1.8125
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2013,Rabi       ,18.77,Red,5.52,75.27,,,,52387,102460,1.955828736,,,
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2014,Kharif     ,30.18,Red,5.52,648.76,12662,12763,1.007976623,3044.20813,5575.397512,1.831477111,14,25,1.785714286
Uttar Pradesh,CHITRAKOOT,25.217139,81.1045927,2014,Rabi       ,18.59,Red,5.52,144.01,,,,54500,60877,1.117009174,,,
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1997,Kharif     ,29.61,Alluvial,6.84,760.81,121281,234686,1.935059902,9238.395947,23967.47991,2.59433348,5553,8457,1.522960562
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1997,Rabi       ,19.68,Alluvial,6.84,64.37,,,,130934,301647,2.303809553,,,
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1997,Summer     ,33.37,Alluvial,6.84,42.19,8,15,1.875,170611.2639,442622.5141,2.59433348,101,159,1.574257426
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1998,Kharif     ,29.86,Alluvial,6.84,1105.01,120846,206791,1.711194413,7742.283969,20086.06651,2.59433348,6094,2651,0.435018051
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1998,Rabi       ,19.04,Alluvial,6.84,37.4,,,,137653,326272,2.370249831,,,
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1998,Summer     ,34.5,Alluvial,6.84,41.54,,,,107927.6318,280000.2685,2.59433348,148,150,1.013513514
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1999,Kharif     ,29.91,Alluvial,6.84,652.87,123788,280524,2.266164733,20727.83366,53774.91283,2.59433348,5663,6246,1.102948967
Uttar Pradesh,DEORIA,26.4239911,83.7638578,1999,Rabi       ,20.61,Alluvial,6.84,8.08,,,,134676,359141,2.666703793,176,255,1.448863636
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2000,Kharif     ,28.65,Alluvial,6.84,1016.23,123132,300532,2.440730273,17766.964,46093.42956,2.59433348,5529,8061,1.457948996
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2000,Rabi       ,19.71,Alluvial,6.84,6.48,,,,139398,387008,2.776280865,95,154,1.621052632
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2000,Summer     ,33.23,Alluvial,6.84,54.33,22,54,2.454545455,103669.544,268953.3688,2.59433348,,,
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2001,Kharif     ,29.28,Alluvial,6.84,945.11,126977,247386,1.948274097,11983.03986,31088.0015,2.59433348,5330,4051,0.760037523
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2001,Rabi       ,19.48,Alluvial,6.84,6.72,,,,142765,374727,2.624781984,105,171,1.628571429
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2002,Kharif     ,30.81,Alluvial,6.84,521.47,128478,223404,1.738850231,18642.34836,48364.4685,2.59433348,5522,5461,0.988953278
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2002,Rabi       ,20.09,Alluvial,6.84,56.47,,,,141432,307774,2.176127043,124,137,1.10483871
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2003,Kharif     ,30.06,Alluvial,6.84,641.93,130793,281680,2.153632075,13540.71384,35129.12727,2.59433348,6151,3832,0.622988132
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2003,Rabi       ,19.32,Alluvial,6.84,41.95,,,,147656,378573,2.563884976,1450,1982,1.366896552
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2003,Summer     ,34.1,Alluvial,6.84,14.42,23,50,2.173913043,144803.8624,375669.5082,2.59433348,173,237,1.369942197
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2004,Kharif     ,28.93,Alluvial,6.84,778.66,130539,213166,1.632967925,14148.66216,36706.34795,2.59433348,6564,6735,1.026051188
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2004,Rabi       ,20.29,Alluvial,6.84,41.04,,,,147932,350355,2.368351675,1395,4371,3.133333333
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2005,Kharif     ,29.83,Alluvial,6.84,998.78,130793,237128,1.813002225,10361.15164,26880.2826,2.59433348,6167,10872,1.762931733
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2005,Rabi       ,19.85,Alluvial,6.84,52.65,,,,151399,330807,2.185001222,,,
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2006,Kharif     ,28.9,Alluvial,6.84,913.52,121228,207785,1.714001716,18023.64596,46759.34815,2.59433348,8997,12128,1.348004891
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2006,Rabi       ,20.23,Alluvial,6.84,34.22,,,,126116,316501,2.509602271,1443,3371,2.336105336
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2006,Summer     ,32.41,Alluvial,6.84,89.44,,,,112416.7202,291646.461,2.59433348,221,293,1.325791855
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2007,Kharif     ,29.1,Alluvial,6.84,1186.94,129723,255814,1.972001881,14863.65203,38561.27009,2.59433348,5109,1768,0.34605598
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2007,Rabi       ,18.45,Alluvial,6.84,100.15,,,,146212,402668,2.75400104,853,2332,2.733880422
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2007,Summer     ,33.47,Alluvial,6.84,81.04,,,,118344.422,307024.8961,2.59433348,171,246,1.438596491
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2008,Kharif     ,28.09,Alluvial,6.84,1638.02,129385,278695,2.153997759,8064.993384,20923.28235,2.59433348,4710,3664,0.777919321
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2008,Rabi       ,18.84,Alluvial,6.84,23.35,,,,152129,413334,2.716996759,1057,2774,2.624408704
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2008,Summer     ,32.04,Alluvial,6.84,81.23,87,187,2.149425287,115979.3492,300889.1086,2.59433348,309,462,1.495145631
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2009,Kharif     ,29.53,Alluvial,6.84,871.02,118768,169244,1.424996632,20206.79639,52423.1684,2.59433348,3379,3372,0.997928381
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2009,Rabi       ,19.78,Alluvial,6.84,11.79,,,,147477,374592,2.540002848,1206,3684,3.054726368
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2009,Summer     ,33.52,Alluvial,6.84,87.83,19,27,1.421052632,118892.6466,308447.1737,2.59433348,231,336,1.454545455
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2010,Kharif     ,29.86,Alluvial,6.84,1052.82,128344,256303,1.997000249,11486.12199,29798.83083,2.59433348,5401,6940,1.284947232
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2010,Rabi       ,19.67,Alluvial,6.84,19.17,,,,148681,440839,2.96499889,973,2923,3.004110997
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2010,Summer     ,35.06,Alluvial,6.84,37.25,21,42,2,115523.4487,299706.3508,2.59433348,215,315,1.465116279
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2011,Kharif     ,28.83,Alluvial,6.84,1007.9,130611,287736,2.202999747,18232.50662,47301.20236,2.59433348,5374,10130,1.885001861
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2011,Rabi       ,19.02,Alluvial,6.84,24.43,,,,148224,456975,3.083002753,878,2356,2.683371298
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2011,Summer     ,32.58,Alluvial,6.84,105.72,22,48,2.181818182,142736.5747,370306.2746,2.59433348,217,359,1.65437788
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2012,Kharif     ,29.55,Alluvial,6.84,973.36,132142,295337,2.2349972,21303.21699,55267.64908,2.59433348,5413,12250,2.263070386
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2012,Rabi       ,18.06,Alluvial,6.84,46.19,,,,155756,483934,3.107000693,794,2486,3.130982368
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2012,Summer     ,35.14,Alluvial,6.84,18.22,23,51,2.217391304,162115.7821,420582.4011,2.59433348,201,371,1.845771144
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2013,Kharif     ,28.49,Alluvial,6.84,1246.27,135616,333480,2.459001888,15219.84974,39485.36574,2.59433348,5111,10754,2.104089219
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2013,Rabi       ,18.27,Alluvial,6.84,60.44,,,,156285,472628,3.024141792,1874,6658,3.552828175
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2013,Summer     ,32.25,Alluvial,6.84,79.07,14,34,2.428571429,161434.587,418815.154,2.59433348,379,696,1.836411609
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2014,Kharif     ,29.79,Alluvial,6.84,996.27,132892,266980,2.008999789,7974.868231,20689.46765,2.59433348,5314,11053,2.079977418
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2014,Rabi       ,18.11,Alluvial,6.84,67.99,,,,155105,291133,1.877005899,1626,5894,3.624846248
Uttar Pradesh,DEORIA,26.4239911,83.7638578,2014,Summer     ,34.23,Alluvial,6.84,63.09,14,28,2,187467.9144,486354.2867,2.59433348,419,745,1.778042959
Uttar Pradesh,ETAH,27.5550357,78.5992221,1997,Kharif     ,31.21,Alluvial,6.92,385.23,38760,71267,1.838673891,28768.1987,85569.64488,2.974452651,59793,110557,1.848995702
Uttar Pradesh,ETAH,27.5550357,78.5992221,1997,Rabi       ,18.8,Alluvial,6.92,56.74,,,,194802,574644,2.949887578,,,
Uttar Pradesh,ETAH,27.5550357,78.5992221,1997,Summer     ,32.52,Alluvial,6.92,63.35,,,,170994.6494,508615.488,2.974452651,837,1322,1.579450418
Uttar Pradesh,ETAH,27.5550357,78.5992221,1998,Kharif     ,30.32,Alluvial,6.92,642.75,37560,77436,2.061661342,22286.71294,66290.77237,2.974452651,56396,82000,1.45400383
Uttar Pradesh,ETAH,27.5550357,78.5992221,1998,Rabi       ,18.25,Alluvial,6.92,26.99,,,,189559,527475,2.782642871,,,
Uttar Pradesh,ETAH,27.5550357,78.5992221,1998,Summer     ,34.64,Alluvial,6.92,22.74,,,,162197.8957,482449.9609,2.974452651,868,880,1.013824885
Uttar Pradesh,ETAH,27.5550357,78.5992221,1999,Kharif     ,31.37,Alluvial,6.92,458.65,37477,64489,1.720762067,20690.239,61542.13622,2.974452651,57550,101115,1.756993918
Uttar Pradesh,ETAH,27.5550357,78.5992221,1999,Rabi       ,19.53,Alluvial,6.92,24.33,,,,200249,597906,2.985812663,1663,2410,1.449188214
Uttar Pradesh,ETAH,27.5550357,78.5992221,2000,Kharif     ,31.07,Alluvial,6.92,399.64,40199,72599,1.805990199,25101.32799,74662.71156,2.974452651,56857,109165,1.919992261
Uttar Pradesh,ETAH,27.5550357,78.5992221,2000,Rabi       ,19.05,Alluvial,6.92,23.31,,,,194161,629715,3.243262035,1872,3036,1.621794872
